,Company Name,Job Title,Job Description,Salary Estimate,Location,Revenue,min_salary,max_salary,python,sql,Machine Learning,TensorFlow,job_simpl,seniority,desc_len,avg_salary
137,GO-JEK,Data Scientist 2,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
138,Vyom Labs,Openings for Machine Learning Candidates with Vyomlabs and Partner companies,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Pune,,500,1000,1,0,1,1,mle,NaN,432,1000.0
139,Google,"Data Scientist, Engineering","Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
140,Metyis,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
141,HP,EBP AI/ML Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
142,Retranz Infolabs,Data Science Internship,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,NaN,NaN,432,1000.0
143,Aliqan Technologies,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Gurgaon,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
144,Collins Aerospace,"Associate, Data Science & Analytics","Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,NaN,associative,432,1000.0
145,Harman International,ENGINEER - AI/MACHINE-LEARNING,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,NaN,NaN,432,1000.0
146,Agiloft,Data Scientist II - APAC-based,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
147,Skoruz,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
148,Polaris Inc.,Data Scientist,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,data scientist,NaN,432,1000.0
149,Infosys Limited,Artificial Intelligence & Machine Learning Experts,"Experience: 2 - 4 years
Skills Required:
Machine Learning (ML), Deep Learning, Python, TensorFlow, PyTorch, Keras, Natural Language Processing (NLP), KafKa, Caffe
Responsibilities:
1. Hands-on experience with statistical, machine-learning tools and techniques, should be strong in data structures and algorithms
3. Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.",₹500K - ₹1M (Employer est.),Bangalore,,500,1000,1,0,1,1,mle,NaN,432,1000.0
